year,vendor_id,region,avg_price_per_kg,rainfall_index,temperature_avg,fertilizer_cost_index,government_incentive_score
2020,V086,Punjab,119.97,0.537,27.56,0.51,0.652
2021,V086,Punjab,127.63,0.656,27.83,0.47,0.672
2022,V086,Punjab,128.49,0.56,26.23,0.652,0.542
2023,V086,Punjab,118.92,0.379,24.8,0.488,0.563
2024,V086,Punjab,128.07,0.58,25.52,0.587,0.647
2005,V087,Alabama,116.88,0.48,24.29,0.291,0.401
2006,V087,Alabama,122.11,0.829,26.06,0.348,0.361
2007,V087,Alabama,115.87,0.694,25.27,0.418,0.391
2008,V087,Alabama,114.04,0.499,23.78,0.346,0.414
2009,V087,Alabama,120.46,0.439,24.35,0.397,0.634
2010,V087,Alabama,120.17,0.646,22.56,0.438,0.436
2011,V087,Alabama,121.27,0.607,22.06,0.41,0.46
2012,V087,Alabama,132.99,0.764,23.1,0.484,0.309
2013,V087,Alabama,124.0,0.535,23.66,0.427,0.483
2014,V087,Alabama,125.53,0.382,26.37,0.442,0.609
2015,V087,Alabama,130.28,0.66,23.35,0.389,0.56
2016,V087,Alabama,129.95,0.791,22.23,0.469,0.452
2017,V087,Alabama,137.56,0.69,22.82,0.515,0.401
2018,V087,Alabama,126.67,0.366,21.79,0.407,0.536
2019,V087,Alabama,141.04,0.492,23.92,0.558,0.386
2020,V087,Alabama,145.69,0.587,27.01,0.428,0.554
2021,V087,Alabama,150.44,0.834,23.98,0.484,0.299
2022,V087,Alabama,144.88,0.646,24.5,0.496,0.454
2023,V087,Alabama,144.47,0.767,22.96,0.419,0.326
2024,V087,Alabama,149.41,0.578,22.86,0.521,0.377
2005,V088,Mississippi,115.68,0.679,23.27,0.375,0.55
2006,V088,Mississippi,113.49,0.745,25.12,0.327,0.409
2007,V088,Mississippi,109.22,0.483,24.83,0.365,0.603
2008,V088,Mississippi,114.71,0.643,24.76,0.346,0.503
2009,V088,Mississippi,116.79,0.497,23.37,0.296,0.438
2010,V088,Mississippi,120.53,0.758,22.5,0.386,0.605
2011,V088,Mississippi,123.06,0.923,22.8,0.415,0.437
2012,V088,Mississippi,120.82,0.563,22.37,0.36,0.419
2013,V088,Mississippi,123.27,0.495,25.03,0.42,0.381
2014,V088,Mississippi,127.92,0.637,24.17,0.364,0.433
2015,V088,Mississippi,126.63,0.414,22.97,0.523,0.593
2016,V088,Mississippi,128.21,0.611,23.47,0.472,0.54
2017,V088,Mississippi,131.52,0.692,22.22,0.516,0.447
2018,V088,Mississippi,131.19,0.574,21.13,0.434,0.287
2019,V088,Mississippi,138.05,0.578,22.58,0.53,0.347
2020,V088,Mississippi,142.84,0.669,22.91,0.457,0.261
2021,V088,Mississippi,144.48,0.705,24.05,0.554,0.527
2022,V088,Mississippi,138.57,0.585,24.75,0.627,0.467
2023,V088,Mississippi,141.54,0.575,22.01,0.594,0.469
2024,V088,Mississippi,149.78,0.417,21.39,0.512,0.522
2005,V089,Texas,110.19,0.336,25.8,0.274,0.505
2006,V089,Texas,115.26,0.79,27.02,0.261,0.498
2007,V089,Texas,111.02,0.62,27.11,0.296,0.261
2008,V089,Texas,104.15,0.496,26.24,0.353,0.387
2009,V089,Texas,114.25,0.48,25.02,0.317,0.577
2010,V089,Texas,118.13,0.519,25.88,0.396,0.457
2011,V089,Texas,121.26,0.584,25.09,0.465,0.245
2012,V089,Texas,119.26,0.629,25.88,0.414,0.506
2013,V089,Texas,125.15,0.631,26.92,0.51,0.616
2014,V089,Texas,130.47,0.512,28.1,0.54,0.579
2015,V089,Texas,134.66,0.779,28.25,0.461,0.293
2016,V089,Texas,135.09,0.722,24.35,0.378,0.371
2017,V089,Texas,134.16,0.829,25.38,0.466,0.266
2018,V089,Texas,129.64,0.479,24.87,0.502,0.52
2019,V089,Texas,136.43,0.361,26.03,0.551,0.373
2020,V089,Texas,142.75,0.619,27.92,0.467,0.367
2021,V089,Texas,145.55,0.714,26.89,0.521,0.41
2022,V089,Texas,147.07,0.602,26.73,0.53,0.415
2023,V089,Texas,141.7,0.485,24.09,0.549,0.298
2024,V089,Texas,145.79,0.514,24.1,0.51,0.549
2005,V090,Andhra Pradesh,92.95,0.547,30.32,0.338,0.431
2006,V090,Andhra Pradesh,96.84,0.608,29.15,0.304,0.422
2007,V090,Andhra Pradesh,94.12,0.619,31.48,0.435,0.482
2008,V090,Andhra Pradesh,92.43,0.567,29.49,0.361,0.434
2009,V090,Andhra Pradesh,92.03,0.389,29.15,0.363,0.505
2010,V090,Andhra Pradesh,99.56,0.567,27.5,0.474,0.543
2011,V090,Andhra Pradesh,105.4,0.719,28.87,0.424,0.599
2012,V090,Andhra Pradesh,100.13,0.535,29.53,0.469,0.401
2013,V090,Andhra Pradesh,102.54,0.426,29.79,0.442,0.627
2014,V090,Andhra Pradesh,105.81,0.379,31.52,0.472,0.553
2015,V090,Andhra Pradesh,110.42,0.651,29.38,0.463,0.399
2016,V090,Andhra Pradesh,113.08,0.624,27.61,0.433,0.404
2017,V090,Andhra Pradesh,106.51,0.484,26.87,0.487,0.506
2018,V090,Andhra Pradesh,110.15,0.572,26.68,0.508,0.485
2019,V090,Andhra Pradesh,107.92,0.45,28.18,0.476,0.733
2020,V090,Andhra Pradesh,118.97,0.659,30.2,0.446,0.498
2021,V090,Andhra Pradesh,122.71,0.622,30.14,0.603,0.463
2022,V090,Andhra Pradesh,122.28,0.564,30.2,0.5,0.336
2023,V090,Andhra Pradesh,119.39,0.381,28.9,0.513,0.682
2024,V090,Andhra Pradesh,126.68,0.552,26.93,0.652,0.526
2005,V091,Tamil Nadu,95.58,0.674,28.46,0.342,0.285
2006,V091,Tamil Nadu,95.35,0.726,27.79,0.297,0.43
2007,V091,Tamil Nadu,93.97,0.656,30.97,0.319,0.571
2008,V091,Tamil Nadu,94.34,0.542,31.12,0.405,0.418
2009,V091,Tamil Nadu,97.74,0.484,29.22,0.409,0.286
2010,V091,Tamil Nadu,99.12,0.633,28.29,0.41,0.692
2011,V091,Tamil Nadu,103.06,0.807,27.75,0.449,0.471
2012,V091,Tamil Nadu,99.63,0.617,29.26,0.479,0.614
2013,V091,Tamil Nadu,99.6,0.526,31.06,0.468,0.648
2014,V091,Tamil Nadu,102.31,0.408,30.42,0.436,0.566
2015,V091,Tamil Nadu,106.55,0.516,30.4,0.454,0.533
2016,V091,Tamil Nadu,112.54,0.759,28.79,0.379,0.631
2017,V091,Tamil Nadu,110.37,0.825,27.71,0.399,0.597
2018,V091,Tamil Nadu,106.38,0.568,26.49,0.53,0.477
2019,V091,Tamil Nadu,109.78,0.543,29.13,0.453,0.519
2020,V091,Tamil Nadu,117.03,0.696,30.17,0.543,0.721
2021,V091,Tamil Nadu,122.26,0.903,31.62,0.426,0.619
2022,V091,Tamil Nadu,119.96,0.626,28.98,0.486,0.528
2023,V091,Tamil Nadu,114.1,0.42,26.92,0.58,0.717
2024,V091,Tamil Nadu,118.28,0.535,28.72,0.56,0.525
2005,V092,Texas,112.99,0.552,25.48,0.36,0.445
2006,V092,Texas,119.37,0.792,27.88,0.447,0.549
2007,V092,Texas,124.01,0.722,27.64,0.368,0.195
2008,V092,Texas,118.86,0.599,26.6,0.388,0.425
2009,V092,Texas,116.12,0.458,25.8,0.38,0.517
2010,V092,Texas,121.85,0.575,25.08,0.306,0.527
2011,V092,Texas,124.36,0.552,24.15,0.458,0.473
2012,V092,Texas,128.22,0.702,26.35,0.416,0.574
2013,V092,Texas,128.05,0.567,27.7,0.446,0.566
2014,V092,Texas,130.21,0.345,26.9,0.489,0.297
2015,V092,Texas,133.9,0.734,26.8,0.383,0.354
2016,V092,Texas,141.07,0.65,24.42,0.534,0.312
2017,V092,Texas,140.3,0.808,23.98,0.487,0.312
2018,V092,Texas,136.61,0.497,23.85,0.356,0.331
2019,V092,Texas,136.8,0.468,26.52,0.58,0.563
2020,V092,Texas,151.6,0.739,28.99,0.509,0.298
2021,V092,Texas,148.77,0.678,28.18,0.527,0.301
2022,V092,Texas,149.26,0.743,26.86,0.567,0.379
2023,V092,Texas,141.52,0.327,25.96,0.51,0.363
2024,V092,Texas,150.25,0.61,25.2,0.454,0.389
2005,V093,Arkansas,121.13,0.524,22.72,0.392,0.309
2006,V093,Arkansas,118.66,0.715,24.9,0.287,0.429
2007,V093,Arkansas,121.66,0.722,24.82,0.341,0.539
2008,V093,Arkansas,119.59,0.583,24.19,0.409,0.536
2009,V093,Arkansas,119.88,0.547,22.86,0.371,0.388
2010,V093,Arkansas,123.37,0.43,22.23,0.262,0.746
2011,V093,Arkansas,126.13,0.683,22.07,0.381,0.489
2012,V093,Arkansas,125.93,0.672,21.95,0.422,0.481
2013,V093,Arkansas,126.03,0.644,23.89,0.441,0.59
2014,V093,Arkansas,128.99,0.506,25.45,0.427,0.583
2015,V093,Arkansas,137.56,0.625,23.41,0.481,0.177
2016,V093,Arkansas,131.69,0.566,21.91,0.431,0.44
2017,V093,Arkansas,140.05,0.811,21.76,0.51,0.549
2018,V093,Arkansas,137.27,0.585,21.25,0.519,0.506
2019,V093,Arkansas,138.12,0.6,23.34,0.441,0.644
2020,V093,Arkansas,141.67,0.55,23.66,0.464,0.373
2021,V093,Arkansas,154.83,0.851,25.05,0.556,0.538
2022,V093,Arkansas,143.16,0.447,23.01,0.497,0.385
2023,V093,Arkansas,144.61,0.556,21.77,0.421,0.311
2024,V093,Arkansas,145.36,0.38,21.14,0.483,0.392
2005,V094,Telangana,96.17,0.427,27.88,0.307,0.591
2006,V094,Telangana,104.0,0.612,29.48,0.395,0.519
2007,V094,Telangana,100.03,0.773,29.57,0.404,0.43
2008,V094,Telangana,97.46,0.593,29.06,0.435,0.373
2009,V094,Telangana,99.84,0.444,30.05,0.416,0.512
2010,V094,Telangana,108.47,0.579,26.63,0.377,0.498
2011,V094,Telangana,110.72,0.79,25.75,0.437,0.685
2012,V094,Telangana,109.81,0.838,28.04,0.451,0.467
2013,V094,Telangana,107.42,0.549,28.48,0.435,0.517
2014,V094,Telangana,107.39,0.654,28.43,0.503,0.469
2015,V094,Telangana,115.54,0.586,27.76,0.366,0.549
2016,V094,Telangana,113.96,0.73,27.73,0.459,0.412
2017,V094,Telangana,113.17,0.633,27.22,0.508,0.621
2018,V094,Telangana,111.01,0.513,27.25,0.361,0.482
2019,V094,Telangana,114.81,0.43,27.97,0.479,0.554
2020,V094,Telangana,126.42,0.46,29.48,0.529,0.498
2021,V094,Telangana,126.59,0.832,28.95,0.409,0.62
2022,V094,Telangana,125.22,0.596,28.62,0.494,0.555
2023,V094,Telangana,123.28,0.611,27.16,0.513,0.475
2024,V094,Telangana,125.04,0.3,26.47,0.568,0.568
2005,V095,Arizona,111.23,0.485,25.66,0.29,0.481
2006,V095,Arizona,114.37,0.715,28.16,0.324,0.441
2007,V095,Arizona,106.82,0.649,28.15,0.411,0.586
2008,V095,Arizona,107.97,0.427,26.2,0.328,0.729
2009,V095,Arizona,116.17,0.684,25.76,0.371,0.539
2010,V095,Arizona,118.25,0.42,28.17,0.393,0.442
2011,V095,Arizona,122.09,0.695,26.86,0.404,0.354
2012,V095,Arizona,120.03,0.778,27.94,0.425,0.337
2013,V095,Arizona,120.73,0.576,27.87,0.406,0.401
2014,V095,Arizona,123.15,0.3,27.96,0.5,0.374
2015,V095,Arizona,130.29,0.741,28.66,0.447,0.402
2016,V095,Arizona,133.89,0.64,26.79,0.481,0.504
2017,V095,Arizona,133.11,0.764,26.42,0.452,0.559
2018,V095,Arizona,133.3,0.601,25.29,0.41,0.431
2019,V095,Arizona,126.71,0.568,27.68,0.476,0.562
2020,V095,Arizona,139.08,0.447,27.52,0.517,0.454
2021,V095,Arizona,138.46,0.63,27.49,0.53,0.357
2022,V095,Arizona,147.29,0.847,28.9,0.529,0.478
2023,V095,Arizona,145.27,0.62,26.57,0.576,0.429
2024,V095,Arizona,141.8,0.368,26.7,0.493,0.53
2005,V096,Maharashtra,92.58,0.772,28.34,0.375,0.542
2006,V096,Maharashtra,100.93,0.589,29.31,0.303,0.387
2007,V096,Maharashtra,94.56,0.712,29.61,0.358,0.567
2008,V096,Maharashtra,96.19,0.566,28.31,0.381,0.456
2009,V096,Maharashtra,99.2,0.525,28.32,0.354,0.507
2010,V096,Maharashtra,101.53,0.625,26.98,0.454,0.464
2011,V096,Maharashtra,104.52,0.583,27.28,0.352,0.763
2012,V096,Maharashtra,105.09,0.746,26.69,0.546,0.476
2013,V096,Maharashtra,99.79,0.497,28.29,0.435,0.486
2014,V096,Maharashtra,111.64,0.487,28.44,0.403,0.611
2015,V096,Maharashtra,113.12,0.532,28.36,0.452,0.515
2016,V096,Maharashtra,112.52,0.797,27.1,0.526,0.538
2017,V096,Maharashtra,112.51,0.585,25.95,0.439,0.811
2018,V096,Maharashtra,111.76,0.583,28.77,0.498,0.663
2019,V096,Maharashtra,114.19,0.477,27.83,0.52,0.607
2020,V096,Maharashtra,117.41,0.379,29.58,0.536,0.69
2021,V096,Maharashtra,128.54,0.804,30.66,0.495,0.607
2022,V096,Maharashtra,118.42,0.484,29.82,0.575,0.637
2023,V096,Maharashtra,116.96,0.438,28.59,0.499,0.6
2024,V096,Maharashtra,123.6,0.493,26.46,0.456,0.434
2005,V097,Tamil Nadu,99.03,0.744,27.35,0.31,0.502
2006,V097,Tamil Nadu,98.15,0.544,29.38,0.346,0.7
2007,V097,Tamil Nadu,103.72,0.769,31.35,0.23,0.48
2008,V097,Tamil Nadu,98.41,0.689,30.84,0.357,0.465
2009,V097,Tamil Nadu,100.19,0.35,28.69,0.317,0.58
2010,V097,Tamil Nadu,109.72,0.672,27.95,0.437,0.449
2011,V097,Tamil Nadu,109.52,0.742,29.43,0.412,0.644
2012,V097,Tamil Nadu,110.17,0.521,29.3,0.383,0.45
2013,V097,Tamil Nadu,101.94,0.43,29.89,0.365,0.683
2014,V097,Tamil Nadu,119.19,0.667,30.06,0.467,0.442
2015,V097,Tamil Nadu,120.45,0.628,29.03,0.444,0.516
2016,V097,Tamil Nadu,116.04,0.647,28.33,0.454,0.544
2017,V097,Tamil Nadu,110.6,0.763,27.87,0.318,0.59
2018,V097,Tamil Nadu,119.57,0.721,27.09,0.467,0.505
2019,V097,Tamil Nadu,122.78,0.682,29.33,0.502,0.577
2020,V097,Tamil Nadu,121.2,0.522,30.12,0.536,0.556
2021,V097,Tamil Nadu,125.83,0.587,28.92,0.546,0.638
2022,V097,Tamil Nadu,122.45,0.657,28.51,0.516,0.55
2023,V097,Tamil Nadu,123.52,0.476,26.88,0.508,0.476
2024,V097,Tamil Nadu,133.76,0.583,28.82,0.574,0.44
2005,V098,Madhya Pradesh,101.5,0.681,28.06,0.322,0.313
2006,V098,Madhya Pradesh,101.81,0.632,28.17,0.362,0.454
2007,V098,Madhya Pradesh,101.97,0.606,27.32,0.381,0.617
2008,V098,Madhya Pradesh,100.2,0.376,27.42,0.458,0.58
2009,V098,Madhya Pradesh,101.35,0.591,26.45,0.423,0.465
2010,V098,Madhya Pradesh,108.73,0.76,24.64,0.441,0.693
2011,V098,Madhya Pradesh,104.97,0.667,25.39,0.379,0.573
2012,V098,Madhya Pradesh,107.05,0.589,26.98,0.437,0.723
2013,V098,Madhya Pradesh,107.3,0.474,28.79,0.404,0.547
2014,V098,Madhya Pradesh,110.31,0.426,26.64,0.429,0.592
2015,V098,Madhya Pradesh,119.79,0.705,27.2,0.334,0.526
2016,V098,Madhya Pradesh,121.73,0.678,26.69,0.409,0.617
2017,V098,Madhya Pradesh,115.05,0.537,25.48,0.359,0.594
2018,V098,Madhya Pradesh,112.98,0.606,26.15,0.437,0.529
2019,V098,Madhya Pradesh,118.57,0.465,27.24,0.459,0.578
2020,V098,Madhya Pradesh,125.48,0.591,28.21,0.538,0.563
2021,V098,Madhya Pradesh,128.14,0.615,28.17,0.612,0.489
2022,V098,Madhya Pradesh,129.81,0.615,27.39,0.534,0.414
2023,V098,Madhya Pradesh,129.77,0.449,24.53,0.481,0.566
2024,V098,Madhya Pradesh,123.31,0.351,24.99,0.537,0.62
2005,V099,Karnataka,101.23,0.521,26.12,0.363,0.577
2006,V099,Karnataka,101.69,0.674,28.74,0.375,0.518
2007,V099,Karnataka,100.49,0.641,30.41,0.385,0.449
2008,V099,Karnataka,103.68,0.734,27.33,0.425,0.477
2009,V099,Karnataka,104.64,0.487,25.84,0.473,0.618
2010,V099,Karnataka,105.54,0.685,27.15,0.402,0.583
2011,V099,Karnataka,100.1,0.534,26.85,0.282,0.49
2012,V099,Karnataka,111.48,0.568,28.11,0.44,0.452
2013,V099,Karnataka,108.24,0.546,27.21,0.38,0.457
2014,V099,Karnataka,108.94,0.663,28.77,0.305,0.571
2015,V099,Karnataka,110.86,0.47,27.12,0.381,0.57
2016,V099,Karnataka,121.85,0.937,25.29,0.446,0.303
2017,V099,Karnataka,120.71,0.763,25.6,0.514,0.815
2018,V099,Karnataka,110.05,0.37,25.5,0.433,0.61
2019,V099,Karnataka,115.01,0.585,26.92,0.443,0.687
2020,V099,Karnataka,125.24,0.579,28.19,0.509,0.636
2021,V099,Karnataka,130.28,0.636,27.97,0.549,0.515
2022,V099,Karnataka,125.77,0.608,28.15,0.484,0.649
2023,V099,Karnataka,126.85,0.564,26.79,0.588,0.687
2024,V099,Karnataka,127.76,0.693,24.41,0.587,0.638
2005,V100,Haryana,94.05,0.586,27.04,0.314,0.474
2006,V100,Haryana,104.03,0.675,27.43,0.355,0.495
2007,V100,Haryana,100.16,0.767,27.99,0.386,0.612
2008,V100,Haryana,101.83,0.706,27.52,0.347,0.498
2009,V100,Haryana,100.26,0.596,25.34,0.404,0.462
2010,V100,Haryana,105.91,0.592,25.08,0.408,0.56
2011,V100,Haryana,107.61,0.868,25.39,0.45,0.559
2012,V100,Haryana,108.38,0.652,25.99,0.442,0.703
2013,V100,Haryana,112.3,0.614,26.53,0.427,0.46
2014,V100,Haryana,107.76,0.596,28.45,0.339,0.604
2015,V100,Haryana,113.33,0.568,27.18,0.461,0.685
2016,V100,Haryana,119.99,0.747,24.04,0.414,0.54
2017,V100,Haryana,114.3,0.565,24.43,0.571,0.571
2018,V100,Haryana,118.18,0.642,24.46,0.505,0.532
2019,V100,Haryana,118.16,0.562,25.39,0.449,0.665
2020,V100,Haryana,126.72,0.584,27.89,0.47,0.561
2021,V100,Haryana,129.69,0.701,29.03,0.526,0.476
2022,V100,Haryana,128.78,0.683,26.62,0.524,0.494
2023,V100,Haryana,125.07,0.373,25.64,0.61,0.555
2024,V100,Haryana,129.61,0.64,24.29,0.485,0.374
